molecule_id,gas_conformation,sol_conformation,num_atoms,atomic_numbers,gas_xyz,sol_xyz,dielectric_const,gas_energy,sol_energy,solvation_energy,gas_hlgap,sol_hlgap,gas_dipole,sol_dipole
236,Geom-m236-c36,Geom-m236-c36,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-3.339963, -0.145355, 0.077946, -2.196688, -1.143678, 0.197053, -0.895967, -0.69495, -0.484086, -0.221734, -1.556917, -0.532322, -1.101305, -0.407484, -1.520732, -0.16687, 0.465156, 0.22887, -0.874638, 1.73814, -0.006001, -0.936482, 1.930281, -1.002993, -0.37897, 2.506394, 0.439803, 1.32074, 0.564123, -0.222981, 1.726246, 1.525842, 0.107799, 2.208476, -0.557707, 0.329476, 2.174903, -0.569937, 1.429196, 3.56272, -0.375906, -0.052937, 3.61444, -0.244427, -1.00846, 1.846785, -1.548627, -0.018975, 1.374255, 0.571322, -1.31854, -0.178232, 0.275463, 1.318765, -2.507268, -2.096929, -0.245459, -1.997518, -1.347316, 1.254983, -3.086108, 0.797038, 0.555422, -4.239742, -0.536986, 0.548406, -3.567479, 0.059534, -0.966274]","[-3.262162, -0.24232, 0.355485, -2.107256, -1.209624, 0.113119, -0.941812, -0.601444, -0.682234, -0.22456, -1.400696, -0.895072, -1.301308, -0.246384, -1.652108, -0.21722, 0.556488, 0.051069, -0.828284, 1.859616, -0.311436, -0.718816, 2.028925, -1.308595, -0.363333, 2.609237, 0.19395, 1.312992, 0.56153, -0.245013, 1.736265, 1.509564, 0.099154, 2.054622, -0.588009, 0.445802, 1.846658, -0.588269, 1.526703, 3.474193, -0.466098, 0.287424, 3.695885, -0.291307, -0.636867, 1.717578, -1.565531, 0.046698, 1.479439, 0.517202, -1.324595, -0.347828, 0.426133, 1.14099, -2.478423, -2.086955, -0.425772, -1.731544, -1.572265, 1.074701, -2.924106, 0.624442, 0.913771, -4.049332, -0.728567, 0.924028, -3.682046, 0.101405, -0.583245]",78.4,-9997.026461,-9997.28203,-0.2555690000008326,6.896999,7.194582,0.295917,0.425787
236,Geom-m236-c37,Geom-m236-c37,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1.91914, -1.753891, 0.721237, -1.65377, -1.1112, -0.634369, -1.555613, 0.417958, -0.58222, -1.481794, 0.801851, -1.605869, -2.48759, 0.820688, -0.169923, -0.371802, 0.986883, 0.247669, -0.456286, 2.461966, 0.317373, -1.355332, 2.743893, 0.701504, -0.371849, 2.862875, -0.614129, 1.013435, 0.582524, -0.319026, 1.70135, 1.427092, -0.20363, 1.629639, -0.6384, 0.374819, 1.694509, -0.455996, 1.469362, 2.916633, -0.927883, -0.148387, 3.458065, -0.127872, -0.134103, 1.011122, -1.535985, 0.234487, 0.942044, 0.394222, -1.395174, -0.455175, 0.610615, 1.283821, -2.463799, -1.381528, -1.320137, -0.738385, -1.526996, -1.066845, -2.033258, -2.830752, 0.619489, -2.829466, -1.358792, 1.167432, -1.101438, -1.56948, 1.415194]","[-1.926597, -1.747497, 0.73814, -1.656632, -1.121175, -0.628774, -1.559142, 0.410446, -0.593102, -1.488383, 0.783058, -1.620392, -2.488528, 0.816546, -0.180702, -0.372461, 0.982626, 0.228385, -0.467059, 2.467373, 0.29397, -1.375408, 2.738101, 0.663017, -0.361609, 2.862257, -0.636872, 1.011614, 0.577198, -0.346027, 1.699151, 1.422887, -0.256451, 1.630281, -0.627327, 0.373735, 1.657339, -0.446462, 1.467873, 2.957848, -0.890393, -0.09786, 3.510764, -0.105327, 0.01524, 1.037828, -1.5382, 0.207064, 0.926037, 0.359996, -1.413801, -0.44834, 0.607378, 1.265415, -2.464591, -1.39801, -1.31182, -0.740055, -1.540673, -1.050803, -2.04149, -2.823494, 0.645239, -2.837467, -1.344794, 1.170607, -1.111001, -1.552725, 1.426494]",78.4,-9997.040827,-9997.309753,-0.26892599999882805,7.089986,7.288734,0.4011,0.489297
236,Geom-m236-c38,Geom-m236-c38,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3.13994, 0.345375, 0.549945, 2.154951, 0.582543, -0.587864, 0.693292, 0.66289, -0.128173, 0.604127, 1.38638, 0.690064, 0.080851, 1.042721, -0.950526, 0.124738, -0.691812, 0.3334, 0.124721, -1.644934, -0.79006, -0.385958, -1.260542, -1.581618, -0.31021, -2.522661, -0.516753, -1.285953, -0.544001, 0.984897, -1.217341, 0.148112, 1.832582, -2.403191, -0.077923, 0.040822, -2.413899, -0.679962, -0.880525, -2.264822, 1.281053, -0.34144, -2.103484, 1.822373, 0.442308, -3.386408, -0.229114, 0.537408, -1.574031, -1.514997, 1.403736, 0.788196, -1.104341, 1.117115, 2.254591, -0.215455, -1.329088, 2.415797, 1.516866, -1.096729, 3.068436, 1.131742, 1.299376, 4.161889, 0.328398, 0.177121, 2.95014, -0.604695, 1.044764]","[3.121538, 0.397622, 0.610194, 2.185732, 0.549459, -0.587792, 0.70139, 0.622544, -0.196926, 0.5717, 1.368541, 0.594578, 0.121267, 0.973273, -1.054809, 0.123307, -0.722474, 0.283383, 0.076317, -1.691112, -0.838806, -0.461004, -1.302994, -1.610906, -0.365949, -2.55453, -0.534884, -1.267947, -0.553682, 0.970783, -1.159494, 0.116778, 1.830156, -2.400479, -0.041026, 0.070285, -2.437794, -0.60247, -0.874709, -2.260902, 1.344719, -0.264438, -2.055873, 1.861878, 0.525611, -3.372056, -0.200185, 0.580979, -1.570088, -1.525271, 1.372623, 0.800026, -1.143685, 1.050726, 2.33979, -0.283973, -1.276776, 2.451257, 1.459675, -1.13295, 3.010467, 1.235848, 1.29311, 4.156244, 0.36294, 0.282644, 2.90892, -0.513857, 1.158685]",78.4,-9997.066043,-9997.316765,-0.25072199999885925,6.917122,7.233175,0.397055,0.551912
236,Geom-m236-c39,Geom-m236-c39,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-3.112199, -0.561954, -0.189096, -1.864322, -0.073162, 0.534197, -0.855095, 0.575411, -0.419171, -0.548818, -0.147844, -1.179203, -1.348437, 1.395842, -0.952355, 0.397936, 1.14685, 0.295252, 1.2332, 1.931302, -0.637233, 0.690242, 2.697947, -1.027841, 1.542043, 1.343501, -1.408904, 1.262113, 0.072732, 0.997825, 0.654822, -0.440846, 1.752511, 1.909914, -0.972905, 0.080012, 2.471494, -0.493472, -0.735014, 0.961919, -1.847671, -0.512934, 0.317336, -2.125101, 0.151582, 2.643264, -1.563289, 0.671703, 2.059693, 0.585572, 1.54497, 0.050203, 1.844064, 1.081266, -1.395288, -0.916806, 1.054065, -2.147461, 0.644993, 1.311611, -2.857407, -1.299923, -0.946807, -3.621477, 0.261505, -0.685275, -3.811293, -1.020116, 0.507247]","[-3.246395, -0.416128, -0.150629, -1.988719, 0.072408, 0.565176, -0.87411, 0.476258, -0.410125, -0.587013, -0.379108, -1.026906, -1.265822, 1.236077, -1.094321, 0.373976, 1.05619, 0.309156, 1.190696, 1.89595, -0.607528, 0.627193, 2.668068, -0.954266, 1.499997, 1.341637, -1.401962, 1.252062, -0.027331, 0.984243, 0.612613, -0.657273, 1.611954, 2.077185, -0.923142, 0.04636, 2.629899, -0.326835, -0.691737, 1.28154, -1.86353, -0.684078, 0.812583, -2.446334, -0.072753, 2.830032, -1.472534, 0.647579, 1.951283, 0.471723, 1.660451, 0.015905, 1.722176, 1.117663, -1.629945, -0.707621, 1.242893, -2.242667, 0.9306, 1.194503, -3.033479, -1.29383, -0.754153, -3.636354, 0.354226, -0.809356, -4.01808, -0.675019, 0.566242]",78.4,-9997.075036,-9997.314386,-0.2393499999998312,6.874105,7.198425,0.302077,0.410769
236,Geom-m236-c4,Geom-m236-c4,23,"[6, 6, 6, 6, 7, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2.404566, 1.412383, -0.602038, 2.275377, -0.003372, -0.054682, 1.014778, -0.736664, -0.530448, -0.319575, -0.077053, -0.086909, -0.415499, 0.057265, 1.385246, -1.523153, -0.880957, -0.627475, -2.865832, -0.151288, -0.467989, -3.235201, -0.010312, 0.889404, 2.381765, 1.412745, -1.68971, 3.342432, 1.862318, -0.284353, 1.593921, 2.047483, -0.251225, 3.151422, -0.586196, -0.357154, 2.29277, 0.02586, 1.040259, 1.043164, -1.766158, -0.157032, 1.026058, -0.802682, -1.623262, -0.36556, 0.943232, -0.506853, 0.305006, 0.690666, 1.725053, -0.275204, -0.849664, 1.827217, -1.357318, -1.090531, -1.689935, -1.568418, -1.850745, -0.121624, -3.664285, -0.711981, -0.981592, -2.805393, 0.84683, -0.957962, -2.435915, 0.218823, 1.397166]","[2.400563, 1.415595, -0.617548, 2.267081, 0.006933, -0.045837, 1.008638, -0.735972, -0.519319, -0.32631, -0.082905, -0.073055, -0.419455, 0.030259, 1.4128, -1.530084, -0.879959, -0.629113, -2.865736, -0.140227, -0.488922, -3.208784, 0.053984, 0.887111, 2.39996, 1.393734, -1.704528, 3.329605, 1.87233, -0.288459, 1.580265, 2.050881, -0.294632, 3.143241, -0.580341, -0.333841, 2.275226, 0.055227, 1.046844, 1.044055, -1.76322, -0.143335, 1.016555, -0.801158, -1.610355, -0.372933, 0.943515, -0.475398, 0.298404, 0.674965, 1.73902, -0.242805, -0.882196, 1.830409, -1.354175, -1.087279, -1.688465, -1.591433, -1.847975, -0.125672, -3.675665, -0.713163, -0.969433, -2.810842, 0.843066, -1.000714, -2.365467, 0.173908, 1.366542]",78.4,-9997.329406,-9997.576425,-0.24701899999854504,7.192079,7.547664,0.764167,0.987485
236,Geom-m236-c40,Geom-m236-c40,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-2.841521, -0.487244, 0.567514, -1.694268, -1.021176, -0.281042, -0.828112, 0.072133, -0.918244, -0.066302, -0.399673, -1.545262, -1.451259, 0.675607, -1.585659, -0.141551, 1.026376, 0.078459, 0.550197, 2.083397, -0.682821, 1.203152, 1.672107, -1.346044, 1.067888, 2.695648, -0.056847, 0.812512, 0.309115, 1.082575, 0.248321, -0.443567, 1.644567, 2.055404, -0.343341, 0.462579, 2.597735, 0.373666, -0.173134, 1.742636, -1.47084, -0.339027, 1.10065, -2.026771, 0.122068, 2.751737, -0.642901, 1.276337, 1.147913, 1.049498, 1.817925, -0.924286, 1.518953, 0.685958, -2.103509, -1.646566, -1.081346, -1.070608, -1.684738, 0.330124, -3.466516, 0.192736, -0.007256, -2.472694, 0.053053, 1.43689, -3.468103, -1.302402, 0.923201]","[-3.136806, -0.288092, 0.353258, -1.874279, -1.00518, -0.123482, -0.84707, -0.066243, -0.775686, -0.100828, -0.659881, -1.311177, -1.353811, 0.548771, -1.524749, -0.132138, 0.867502, 0.223244, 0.421531, 2.03733, -0.505623, 1.039469, 1.720903, -1.249081, 0.952239, 2.624475, 0.132302, 0.951886, 0.135707, 1.07693, 0.520202, -0.783041, 1.487532, 2.268838, -0.195207, 0.356439, 2.667515, 0.692457, -0.155507, 2.134519, -1.225029, -0.629039, 1.841532, -2.046878, -0.214448, 3.024359, -0.503015, 1.106666, 1.197604, 0.769939, 1.933984, -0.881177, 1.255023, 0.939667, -2.158635, -1.773432, -0.848282, -1.420839, -1.530074, 0.721671, -3.636271, 0.203563, -0.47713, -2.899418, 0.467859, 1.095781, -3.829, -0.994389, 0.798243]",78.4,-9997.061437,-9997.292815,-0.23137800000040443,6.943951,7.305912,0.391059,0.631101
236,Geom-m236-c41,Geom-m236-c41,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-3.298542, -0.684416, -0.361015, -1.78549, -0.517046, -0.314444, -1.36252, 0.683121, 0.539072, -1.883069, 1.578301, 0.181157, -1.698539, 0.524527, 1.569215, 0.164064, 0.975238, 0.551604, 0.655021, 1.420641, -0.772789, 0.241979, 2.321032, -1.006317, 0.373977, 0.755596, -1.491823, 1.001232, -0.21146, 1.106985, 0.374576, -0.795546, 1.789131, 1.613455, -1.144744, 0.051171, 1.979978, -2.065016, 0.534277, 2.711953, -0.533004, -0.600761, 2.47585, 0.391039, -0.787149, 0.847349, -1.455434, -0.69238, 1.819837, 0.187691, 1.713706, 0.310908, 1.828587, 1.237628, -1.401528, -0.400527, -1.333858, -1.331924, -1.429581, 0.085061, -3.704455, -0.832121, 0.637589, -3.575006, -1.543821, -0.967692, -3.775039, 0.196385, -0.786544]","[-3.291375, -0.690665, -0.372589, -1.773282, -0.541473, -0.29659, -1.357369, 0.680553, 0.533335, -1.874225, 1.566574, 0.150534, -1.703645, 0.543375, 1.562302, 0.166692, 0.980835, 0.560893, 0.662121, 1.452652, -0.763576, 0.27565, 2.374547, -0.956544, 0.333641, 0.821244, -1.493134, 1.012522, -0.205101, 1.108497, 0.394624, -0.78256, 1.802577, 1.595665, -1.155757, 0.054644, 1.993018, -2.060102, 0.542746, 2.675665, -0.543188, -0.659322, 2.413566, 0.372926, -0.858253, 0.814275, -1.487307, -0.658269, 1.839277, 0.195647, 1.699301, 0.305014, 1.821628, 1.261692, -1.367402, -0.461928, -1.309399, -1.343755, -1.445186, 0.141963, -3.714916, -0.804443, 0.621399, -3.559723, -1.564984, -0.957492, -3.741968, 0.182153, -0.832893]",78.4,-9997.145994,-9997.383422,-0.23742800000036368,7.21934,7.466545,0.692547,0.890701
236,Geom-m236-c42,Geom-m236-c42,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-2.949687, -0.161846, -0.637012, -2.192608, -0.732388, 0.554548, -0.664821, -0.691933, 0.406812, -0.227876, -1.309218, 1.200624, -0.371683, -1.15176, -0.540613, -0.054016, 0.721063, 0.503452, -0.328922, 1.495773, -0.718855, -0.026675, 0.978585, -1.541093, 0.16038, 2.387159, -0.695302, 1.473458, 0.670124, 0.826359, 1.625966, 0.106712, 1.7546, 2.356857, 0.075352, -0.279123, 2.159278, 0.567572, -1.243581, 2.144662, -1.314936, -0.46097, 2.168172, -1.76041, 0.395931, 3.424704, 0.263333, -0.032855, 1.817148, 1.691438, 1.026393, -0.535217, 1.250022, 1.349399, -2.497528, -1.774333, 0.704596, -2.483497, -0.194217, 1.46379, -2.685684, -0.689185, -1.551484, -2.717615, 0.890131, -0.779193, -4.023727, -0.258804, -0.489931]","[-2.990139, -0.203735, -0.617438, -2.181307, -0.765387, 0.548805, -0.657836, -0.689733, 0.356578, -0.18915, -1.314371, 1.124822, -0.381693, -1.12503, -0.607374, -0.068402, 0.732315, 0.470389, -0.334087, 1.5228, -0.754626, -0.00433, 1.017411, -1.57381, 0.150799, 2.414989, -0.704955, 1.454701, 0.703822, 0.816703, 1.595598, 0.170155, 1.762866, 2.366098, 0.086989, -0.253779, 2.140799, 0.500194, -1.247847, 2.232464, -1.335913, -0.346662, 2.292361, -1.737422, 0.530221, 3.420672, 0.344423, -0.026131, 1.784769, 1.732457, 0.98886, -0.569491, 1.249535, 1.312034, -2.459473, -1.813177, 0.701498, -2.455453, -0.237119, 1.467001, -2.769852, -0.745095, -1.533465, -2.752863, 0.841315, -0.77926, -4.053114, -0.291189, -0.417937]",78.4,-9997.005724,-9997.247873,-0.2421489999996993,6.825934,7.134822,0.431583,0.590106
236,Geom-m236-c43,Geom-m236-c43,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-3.012011, -0.803945, 0.072322, -1.660831, -0.265492, -0.379403, -1.068462, 0.721561, 0.63474, -1.740054, 1.584265, 0.704738, -1.062929, 0.264269, 1.630052, 0.370038, 1.232972, 0.301912, 0.620883, 1.386475, -1.141504, -0.100684, 1.969051, -1.560244, 0.596431, 0.471886, -1.590503, 1.483156, 0.373578, 0.94926, 1.395093, 0.454121, 2.038641, 1.498742, -1.115752, 0.582523, 2.313747, -1.616455, 1.149475, 1.68233, -1.333371, -0.809431, 2.431399, -0.804075, -1.115134, 0.560095, -1.607526, 0.874966, 2.451572, 0.813833, 0.685383, 0.460407, 2.239928, 0.75427, -1.777215, 0.235712, -1.345891, -0.972612, -1.09729, -0.546439, -3.42352, -1.487975, -0.666645, -3.726148, 0.004297, 0.21788, -2.922425, -1.340999, 1.014653]","[-3.079872, -0.755557, 0.101696, -1.687218, -0.305086, -0.334996, -1.085177, 0.713364, 0.64414, -1.75798, 1.576096, 0.690389, -1.074384, 0.286825, 1.652225, 0.348875, 1.228502, 0.299093, 0.582935, 1.389092, -1.154614, -0.208638, 1.864381, -1.580635, 0.679409, 0.465295, -1.574862, 1.478195, 0.381305, 0.934669, 1.3559, 0.41125, 2.022356, 1.556014, -1.094569, 0.517986, 2.342523, -1.598078, 1.116006, 1.848167, -1.269217, -0.874852, 2.699561, -0.860595, -1.082994, 0.610312, -1.613781, 0.723781, 2.433436, 0.867981, 0.72057, 0.433657, 2.232747, 0.760678, -1.749371, 0.140697, -1.331317, -1.038026, -1.176682, -0.425675, -3.495659, -1.458626, -0.614553, -3.754177, 0.092674, 0.174338, -3.041479, -1.238953, 1.072196]",78.4,-9997.06087,-9997.274147,-0.213277000000744,6.898666,7.136765,0.234943,0.323769
236,Geom-m236-c44,Geom-m236-c44,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-2.301847, -1.707149, -0.227614, -2.351215, -0.18984, -0.361062, -1.612219, 0.560125, 0.762987, -2.14551, 1.493293, 0.973864, -1.650914, -0.029051, 1.684376, -0.13078, 0.931392, 0.461041, -0.009033, 1.881138, -0.662281, -0.597256, 2.695141, -0.500065, -0.306909, 1.442092, -1.530697, 0.75688, -0.298685, 0.198798, 0.463386, -0.768882, -0.747183, 2.246505, 0.061715, 0.141986, 2.424281, 0.820549, -0.64616, 3.044724, -1.088595, -0.097912, 2.726228, -1.542654, -0.888766, 2.575901, 0.4976, 1.09678, 0.590174, -1.04362, 0.982835, 0.255244, 1.44473, 1.362869, -3.400351, 0.122805, -0.363667, -1.946038, 0.106398, -1.33482, -1.282332, -2.081903, -0.272617, -2.867721, -2.180232, -1.02745, -2.730183, -2.025429, 0.7205]","[-2.309957, -1.732499, -0.176899, -2.326131, -0.218921, -0.388071, -1.620685, 0.571515, 0.734515, -2.164247, 1.505564, 0.907599, -1.675138, 0.007348, 1.669824, -0.134902, 0.941574, 0.456593, -0.004927, 1.924092, -0.650002, -0.576959, 2.741557, -0.451943, -0.332381, 1.507084, -1.518307, 0.742342, -0.294162, 0.17535, 0.4618, -0.735005, -0.787439, 2.236573, 0.044823, 0.167001, 2.452985, 0.836742, -0.573753, 3.033467, -1.111536, -0.129682, 2.784483, -1.469928, -0.992517, 2.551194, 0.417314, 1.153677, 0.545688, -1.051005, 0.939276, 0.251119, 1.430405, 1.371062, -3.367211, 0.108658, -0.452207, -1.871145, 0.018792, -1.353115, -1.294761, -2.11524, -0.139525, -2.828614, -2.232054, -0.989543, -2.801574, -1.994181, 0.753845]",78.4,-9997.034682,-9997.308539,-0.2738570000001346,6.958459,7.231226,0.592797,0.730409
236,Geom-m236-c45,Geom-m236-c45,23,"[6, 6, 6, 6, 7, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3.417181, -0.330377, -0.074884, 2.091305, 0.331211, 0.276558, 0.885187, -0.490635, -0.190371, -0.475372, 0.18807, 0.12336, -0.707728, 0.340805, 1.574986, -1.637809, -0.608436, -0.504796, -2.959461, 0.151388, -0.439589, -2.897514, 1.28743, -1.286699, 4.255571, 0.272382, 0.267683, 3.497051, -1.312203, 0.387403, 3.513597, -0.461203, -1.150721, 2.037343, 0.481739, 1.360322, 2.048095, 1.32815, -0.174902, 0.960237, -0.656099, -1.270228, 0.916305, -1.481935, 0.275618, -0.472288, 1.199108, -0.316299, -0.006934, 0.95482, 1.982076, -0.644942, -0.563333, 2.037986, -1.402325, -0.831937, -1.549621, -1.74498, -1.570603, 0.009339, -3.798441, -0.508684, -0.75348, -3.174135, 0.46625, 0.601299, -3.700146, 1.814191, -1.184937]","[3.4184, -0.330086, -0.100375, 2.0948, 0.331478, 0.271783, 0.881226, -0.493348, -0.177815, -0.475119, 0.190909, 0.143418, -0.685076, 0.350265, 1.607961, -1.643608, -0.606529, -0.475896, -2.967654, 0.153553, -0.44793, -2.89449, 1.298927, -1.303959, 4.257994, 0.273114, 0.235337, 3.502848, -1.312061, 0.358129, 3.499013, -0.45445, -1.176642, 2.057711, 0.480358, 1.355624, 2.043744, 1.326994, -0.179135, 0.944816, -0.664071, -1.256661, 0.915474, -1.479906, 0.293741, -0.469638, 1.200912, -0.300564, 0.059715, 0.923107, 1.995466, -0.658155, -0.562035, 2.055678, -1.397149, -0.852455, -1.512225, -1.76613, -1.556009, 0.054065, -3.792718, -0.507363, -0.787695, -3.218179, 0.47579, 0.579559, -3.708025, 1.813007, -1.231761]",78.4,-9997.178326,-9997.422636,-0.24431000000004133,7.015127,7.284564,0.20166,0.293607
236,Geom-m236-c46,Geom-m236-c46,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-2.45323, -1.351169, -0.415023, -2.403394, 0.154987, -0.187794, -1.080843, 0.822468, -0.603556, -0.664524, 0.319207, -1.480496, -1.296999, 1.849211, -0.919188, -0.019496, 0.905969, 0.514571, 1.081837, 1.785697, 0.059068, 1.743866, 1.942093, 0.816393, 0.715867, 2.68617, -0.24254, 0.558201, -0.454263, 0.969329, -0.232753, -1.02746, 1.463209, 1.177394, -1.311439, -0.145494, 1.517017, -2.273902, 0.272543, 2.291177, -0.679679, -0.747046, 2.086862, 0.267025, -0.845709, 0.409787, -1.551086, -0.913372, 1.318473, -0.259962, 1.733713, -0.515023, 1.35958, 1.406665, -2.611117, 0.374561, 0.865105, -3.217023, 0.613459, -0.759059, -2.23349, -1.593989, -1.452572, -3.443188, -1.737487, -0.181821, -1.736238, -1.87879, 0.209067]","[-2.460463, -1.357086, -0.427253, -2.39761, 0.150871, -0.188413, -1.07179, 0.810702, -0.61456, -0.653332, 0.292175, -1.481236, -1.284369, 1.83212, -0.945616, -0.016065, 0.907128, 0.507347, 1.088146, 1.800365, 0.051435, 1.740905, 1.959863, 0.817924, 0.707497, 2.697915, -0.240965, 0.564875, -0.448392, 0.976119, -0.229925, -1.019084, 1.465634, 1.18062, -1.320695, -0.124783, 1.58747, -2.246674, 0.316451, 2.245263, -0.652642, -0.808924, 2.034889, 0.300788, -0.827178, 0.402386, -1.629427, -0.852201, 1.315594, -0.248658, 1.745354, -0.514205, 1.361196, 1.395394, -2.587047, 0.36116, 0.868147, -3.212725, 0.619117, -0.745033, -2.270674, -1.587027, -1.47222, -3.445933, -1.734826, -0.172352, -1.730343, -1.887688, 0.172921]",78.4,-9997.224322,-9997.463469,-0.23914700000023004,7.164203,7.49638,0.706841,0.944548
236,Geom-m236-c47,Geom-m236-c47,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-2.806622, -0.319466, -0.53159, -1.713872, -1.180329, 0.0896, -0.774608, -0.444459, 1.056391, -1.363725, -0.037659, 1.88561, -0.102097, -1.187251, 1.496889, 0.098483, 0.708975, 0.475298, -0.642969, 1.9747, 0.30784, -1.153499, 2.199436, 1.158409, -1.311001, 1.903253, -0.454881, 0.791734, 0.351263, -0.854019, 1.333969, 1.235613, -1.207697, 1.767996, -0.823756, -0.73365, 1.244856, -1.745934, -0.440131, 2.768982, -0.576186, 0.24195, 3.144821, 0.30288, 0.10201, 2.240058, -1.017845, -1.721158, 0.042355, 0.126021, -1.620488, 0.891509, 0.898011, 1.223262, -1.129453, -1.653245, -0.706772, -2.185466, -2.000028, 0.642732, -3.339405, 0.24871, 0.228091, -3.529632, -0.942425, -1.054164, -2.397807, 0.383804, -1.253938]","[-2.798491, -0.331495, -0.590029, -1.720423, -1.178598, 0.08276, -0.817994, -0.424492, 1.074527, -1.437594, -0.00065, 1.871431, -0.169325, -1.163232, 1.555634, 0.087687, 0.713554, 0.510187, -0.640366, 2.000514, 0.348592, -1.121909, 2.234449, 1.213173, -1.331848, 1.918913, -0.391727, 0.784018, 0.351521, -0.818506, 1.330167, 1.228601, -1.179245, 1.755302, -0.828703, -0.701148, 1.253283, -1.717269, -0.292024, 2.858651, -0.533072, 0.164453, 3.331221, 0.2479, -0.154156, 2.135583, -1.099781, -1.706394, 0.034845, 0.11979, -1.581191, 0.873796, 0.885902, 1.266655, -1.104729, -1.654027, -0.685989, -2.205579, -1.992892, 0.628286, -3.392636, 0.200117, 0.147549, -3.465597, -0.966783, -1.164682, -2.363457, 0.393816, -1.268565]",78.4,-9997.038818,-9997.305367,-0.26654899999994086,6.876322,7.180414,0.32127,0.418801
236,Geom-m236-c48,Geom-m236-c48,23,"[6, 6, 6, 1, 1, 6, 7, 1, 1, 6, 1, 6, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1.735329, -1.932714, -0.123564, -2.223852, -0.532539, 0.227691, -1.426742, 0.602828, -0.442131, -1.038917, 0.268517, -1.409505, -2.11093, 1.429413, -0.662631, -0.272253, 1.184108, 0.421604, 0.309013, 2.387289, -0.210072, -0.41055, 3.093778, -0.344103, 0.699002, 2.159609, -1.121851, 0.843381, 0.170755, 0.752035, 0.421655, -0.649127, 1.340726, 1.569955, -0.406957, -0.4684, 0.871192, -0.935281, -1.133061, 2.561259, -1.343066, -0.070569, 3.135907, -0.94048, 0.59358, 2.03677, 0.40664, -1.062589, 1.576964, 0.665597, 1.398873, -0.7114, 1.508367, 1.383639, -2.208867, -0.399858, 1.314944, -3.273281, -0.448755, -0.072829, -2.374018, -2.684252, 0.33573, -0.718559, -2.104321, 0.219518, -1.753792, -2.08951, -1.200165]","[-1.767315, -1.942962, -0.127018, -2.233569, -0.531972, 0.228017, -1.420885, 0.590673, -0.449777, -1.023239, 0.24146, -1.407322, -2.09777, 1.417122, -0.687878, -0.275942, 1.174632, 0.422768, 0.293382, 2.398366, -0.204473, -0.444643, 3.08117, -0.356906, 0.714599, 2.17174, -1.101689, 0.850743, 0.171163, 0.754473, 0.428722, -0.655586, 1.332879, 1.588178, -0.393418, -0.464249, 0.90242, -0.944915, -1.123592, 2.614219, -1.313407, -0.065745, 3.200718, -0.901358, 0.582943, 2.037503, 0.423991, -1.061581, 1.570824, 0.670855, 1.408179, -0.719666, 1.483765, 1.387419, -2.205993, -0.3992, 1.313613, -3.281311, -0.43192, -0.065737, -2.418901, -2.67964, 0.334168, -0.756113, -2.126512, 0.219398, -1.789353, -2.094006, -1.201021]",78.4,-9997.026352,-9997.292499,-0.2661469999984547,7.097837,7.312611,0.356192,0.441044
